,Unnamed: 0,player,time,user_id,message,match,special_token_message,label
407202,408043,8,2572,"Rawr :3 Im a lion, i aint lion.",woHAHAHHA,13899,[Team1][Player3]: woHAHAHHA,
407203,408044,8,2572,"Rawr :3 Im a lion, i aint lion.",hahahaha,13899,[Team1][Player3]: hahahaha,
407204,408045,9,2572,leasey^,ROFL,13899,[Team1][Player4]: ROFL,
407205,408046,8,2572,"Rawr :3 Im a lion, i aint lion.",XD,13899,[Team1][Player3]: XD,
407206,408047,8,2572,"Rawr :3 Im a lion, i aint lion.",SHIT SON,13899,[Team1][Player3]: SHIT SON,
407207,408048,9,2572,leasey^,XDXDXDXD,13899,[Team1][Player4]: XDXDXDXD,
407208,408049,9,2572,leasey^,XDXDXRD,13899,[Team1][Player4]: XDXDXRD,
407209,408050,9,2580,leasey^,AW sf,13899,[Team1][Player4]: AW sf,
407210,408051,4,2580,`Izayoiiiiiiii,LLE,13899,[Team0][Player4]: LLE,
407211,408052,8,2580,"Rawr :3 Im a lion, i aint lion.",XD,13899,[Team1][Player3]: XD,
407212,408053,8,2581,"Rawr :3 Im a lion, i aint lion.",shit,13899,[Team1][Player3]: shit,
407213,408054,7,2582,Beo'<3Kadu,hihi,13899,[Team1][Player2]: hihi,
407214,408055,9,2584,leasey^,EZ mid,13899,[Team1][Player4]: EZ mid,c
407215,408056,9,2585,leasey^,ROFL,13899,[Team1][Player4]: ROFL,
407216,408057,8,2594,"Rawr :3 Im a lion, i aint lion.",this timber dont deserve the win,13899,[Team1][Player3]: this timber dont deserve the win,
407217,408058,8,2600,"Rawr :3 Im a lion, i aint lion.",5k mmr get carried,13899,[Team1][Player3]: 5k mmr get carried,
407218,408059,9,2601,leasey^,GJ sf,13899,[Team1][Player4]: GJ sf,
407219,408060,8,2602,"Rawr :3 Im a lion, i aint lion.",0 impact,13899,[Team1][Player3]: 0 impact,
407220,408061,6,2606,Had Enough,lel this aba,13899,[Team1][Player1]: lel this aba,
407221,408062,6,2610,Had Enough,fucking tard player,13899,[Team1][Player1]: fucking tard player,x
407222,408063,8,2623,"Rawr :3 Im a lion, i aint lion.",noobest timber ever,13899,[Team1][Player3]: noobest timber ever,c
407223,408064,4,2627,`Izayoiiiiiiii,GGWP,13899,[Team0][Player4]: GGWP,
407224,408065,8,2627,"Rawr :3 Im a lion, i aint lion.",quit dota bro,13899,[Team1][Player3]: quit dota bro,c
407225,408066,5,2628,Glimpse,sf how many free tp you show me?,13899,[Team1][Player0]: sf how many free tp you show me?,
407226,408067,9,2633,leasey^,LOok at sf's profile,13899,[Team1][Player4]: LOok at sf's profile,
407227,408068,6,2637,Had Enough,"if cant reach 5k better quit dota abadon ",13899,"[Team1][Player1]: if cant reach 5k better quit dota abadon ",c
407228,408069,6,2639,Had Enough,dog,13899,[Team1][Player1]: dog,
407229,408070,9,2639,leasey^,The ugliest face in it,13899,[Team1][Player4]: The ugliest face in it,c
407230,408071,9,2640,leasey^,ROFL,13899,[Team1][Player4]: ROFL,
407231,408072,9,2642,leasey^,TAke a look at it,13899,[Team1][Player4]: TAke a look at it,
407232,408073,9,2644,leasey^,and laugh,13899,[Team1][Player4]: and laugh,c
407233,408074,9,2647,leasey^,Dirty philippines,13899,[Team1][Player4]: Dirty philippines,x
407234,408075,8,2647,"Rawr :3 Im a lion, i aint lion.",hahahaha,13899,[Team1][Player3]: hahahaha,
407235,408076,8,2648,"Rawr :3 Im a lion, i aint lion.",gg guys,13899,[Team1][Player3]: gg guys,
407236,408077,9,2649,leasey^,WIth ugly face,13899,[Team1][Player4]: WIth ugly face,c
407237,408078,9,2650,leasey^,Ez mid,13899,[Team1][Player4]: Ez mid,c
407238,408079,9,2651,leasey^,LAWL,13899,[Team1][Player4]: LAWL,
407239,408080,9,2659,leasey^,L O S E R,13899,[Team1][Player4]: L O S E R,c
407240,408081,8,2660,"Rawr :3 Im a lion, i aint lion.",XD,13899,[Team1][Player3]: XD,
407241,408082,9,2663,leasey^,4.5k,13899,[Team1][Player4]: 4.5k,
407242,408083,9,2664,leasey^,LOlz xd,13899,[Team1][Player4]: LOlz xd,
407243,408084,8,2665,"Rawr :3 Im a lion, i aint lion.",4.6 ez pz,13899,[Team1][Player3]: 4.6 ez pz,c
415906,416813,1,19,|~*JobZato*EliTe*~|,A la mrd,14184,[Team0][Player1]: A la mrd,
415907,416814,1,22,|~*JobZato*EliTe*~|,Ke cabros son,14184,[Team0][Player1]: Ke cabros son,
415908,416815,4,483,_Yoyimbo_,hijo d eputa ya te cagates,14184,[Team0][Player4]: hijo d eputa ya te cagates,x
415909,416816,4,563,_Yoyimbo_,maldito,14184,[Team0][Player4]: maldito,
415910,416817,5,584,Nambaz,ingles por favor,14184,[Team1][Player0]: ingles por favor,
415911,416818,1,1213,|~*JobZato*EliTe*~|,Entren fast,14184,[Team0][Player1]: Entren fast,
415912,416819,1,1215,|~*JobZato*EliTe*~|,Report bh,14184,[Team0][Player1]: Report bh,
415913,416820,3,1230,SNOW,report shadow ez mid and fedeer,14184,[Team0][Player3]: report shadow ez mid and fedeer,
415914,416821,1,1398,|~*JobZato*EliTe*~|,Gg,14184,[Team0][Player1]: Gg,
415915,416822,8,1544,J-V,u wnat mega?,14184,[Team1][Player3]: u wnat mega?,
415916,416823,2,1592,STELIO KONTOS,210 horas jugadas en toda su puta vida el bh,14184,[Team0][Player2]: 210 horas jugadas en toda su puta vida el bh,x
415917,416824,2,1596,STELIO KONTOS,reporten esa mireda,14184,[Team0][Player2]: reporten esa mireda,x
415918,416825,8,1724,J-V,GG commend ES,14184,[Team1][Player3]: GG commend ES,
415919,416826,9,1725,Saaz,gg,14184,[Team1][Player4]: gg,
415920,416827,6,1727,keerut78,gg,14184,[Team1][Player1]: gg,
415921,416828,1,1731,|~*JobZato*EliTe*~|,Gg wp,14184,[Team0][Player1]: Gg wp,
425657,426577,9,141,Kly.,Gank,14522,[Team1][Player4]: Gank,
425658,426578,9,546,Kly.,Fcyuk yi,14522,[Team1][Player4]: Fcyuk yi,
425659,426579,3,577,Lecisimo,what for?,14522,[Team0][Player3]: what for?,
425660,426580,6,577,.,report,14522,[Team1][Player1]: report,
425661,426581,7,577,Im gay,lol,14522,[Team1][Player2]: lol,
425662,426582,3,578,Lecisimo,report who,14522,[Team0][Player3]: report who,
425663,426583,9,580,Kly.,report,14522,[Team1][Player4]: report,
425664,426584,6,584,.,bs,14522,[Team1][Player1]: bs,
425665,426585,3,588,Lecisimo,alright,14522,[Team0][Player3]: alright,
425666,426586,9,2161,Kly.,WTF,14522,[Team1][Player4]: WTF,
425667,426587,6,2174,.,gg,14522,[Team1][Player1]: gg,
425668,426588,1,2176,Hisexy†,wp,14522,[Team0][Player1]: wp,
425669,426589,5,2177,Banayad,gg,14522,[Team1][Player0]: gg,
425670,426590,2,2181,Prestige,gg,14522,[Team0][Player2]: gg,
425671,426591,5,2184,Banayad,pro omni,14522,[Team1][Player0]: pro omni,
425672,426592,7,2189,Im gay,COMMEND,14522,[Team1][Player2]: COMMEND,
425673,426593,5,2190,Banayad,haha,14522,[Team1][Player0]: haha,
425674,426594,9,2191,Kly.,lencer,14522,[Team1][Player4]: lencer,
425675,426595,3,2191,Lecisimo,iya dah,14522,[Team0][Player3]: iya dah,
425676,426596,9,2193,Kly.,./.,14522,[Team1][Player4]: ./.,
425677,426597,3,2194,Lecisimo,pro omni mak lo,14522,[Team0][Player3]: pro omni mak lo,
425979,426899,7,3370,Nice J,end plz,14532,[Team1][Player2]: end plz,
425980,426900,0,3643,鱼,gg,14532,[Team0][Player0]: gg,
443332,444252,7,9,Erfan,fuck your mother,15095,[Team1][Player2]: fuck your mother,x
443333,444253,6,244,we[ojgopwsejkfp,f,15095,[Team1][Player1]: f,
443334,444254,7,263,Erfan,ez mwr,15095,[Team1][Player2]: ez mwr,c
443335,444255,7,266,Erfan,wr noob,15095,[Team1][Player2]: wr noob,c
443336,444256,7,322,Erfan,ty,15095,[Team1][Player2]: ty,
443337,444257,7,390,Erfan,ez?,15095,[Team1][Player2]: ez?,c
443338,444258,7,831,Erfan,nice stak rubik,15095,[Team1][Player2]: nice stak rubik,
443339,444259,7,835,Erfan,plz more stack,15095,[Team1][Player2]: plz more stack,
443340,444260,7,893,Erfan,noob,15095,[Team1][Player2]: noob,c
443341,444261,7,897,Erfan,last game u suck am,15095,[Team1][Player2]: last game u suck am,c
443342,444262,7,904,Erfan,now suck wr,15095,[Team1][Player2]: now suck wr,c
443343,444263,4,1073,dani,pls report wr,15095,[Team0][Player4]: pls report wr,
443344,444264,7,1081,Erfan,ez bz,15095,[Team1][Player2]: ez bz,c
443345,444265,4,1088,dani,report him pls,15095,[Team0][Player4]: report him pls,
443346,444266,4,1092,dani,we play last,15095,[Team0][Player4]: we play last,
443347,444267,8,1165,factum,*:o,15095,[Team1][Player3]: *:o,
443348,444268,8,1169,factum,n1,15095,[Team1][Player3]: n1,
443349,444269,2,1324,ROG | DraKe,Ez motherfucker,15095,[Team0][Player2]: Ez motherfucker,
443350,444270,8,1335,factum,yap it is,15095,[Team1][Player3]: yap it is,
443351,444271,8,1379,factum,what i gonna say?,15095,[Team1][Player3]: what i gonna say?,
443352,444272,8,1385,factum,rubbick?,15095,[Team1][Player3]: rubbick?,
443353,444273,2,1428,ROG | DraKe,Ezzz,15095,[Team0][Player2]: Ezzz,
443354,444274,2,1647,ROG | DraKe,that jugg,15095,[Team0][Player2]: that jugg,
443355,444275,7,1653,Erfan,rpeort,15095,[Team1][Player2]: rpeort,
443356,444276,7,1654,Erfan,jugeer,15095,[Team1][Player2]: jugeer,
443357,444277,7,1656,Erfan,fuckin noo,15095,[Team1][Player2]: fuckin noo,
443358,444278,7,1658,Erfan,cary,15095,[Team1][Player2]: cary,
443359,444279,4,2566,dani,wp guys,15095,[Team0][Player4]: wp guys,
443360,444280,8,2575,factum,wp all of u,15095,[Team1][Player3]: wp all of u,
443361,444281,4,2581,dani,not wr,15095,[Team0][Player4]: not wr,
446012,446932,9,1136,R e b,G,15196,[Team1][Player4]: G,
446013,446933,9,1138,R e b,END,15196,[Team1][Player4]: END,
446014,446934,7,1282,Manzanitas :3,lol,15196,[Team1][Player2]: lol,
446015,446935,2,1286,King,ok,15196,[Team0][Player2]: ok,
446016,446936,2,1296,King,understandable ?,15196,[Team0][Player2]: understandable ?,
446017,446937,9,1412,R e b,END PLS,15196,[Team1][Player4]: END PLS,
446018,446938,4,1416,Cara Delevingne,dont def,15196,[Team0][Player4]: dont def,
446019,446939,9,1417,R e b,REPORT AM AND SILENCER,15196,[Team1][Player4]: REPORT AM AND SILENCER,
446020,446940,4,1419,Cara Delevingne,feed us,15196,[Team0][Player4]: feed us,
446021,446941,9,1420,R e b,AM DOMINATOR,15196,[Team1][Player4]: AM DOMINATOR,
446022,446942,4,1420,Cara Delevingne,haha,15196,[Team0][Player4]: haha,
446023,446943,9,1421,R e b,REPORT PLS,15196,[Team1][Player4]: REPORT PLS,
446024,446944,2,1425,King,btw,15196,[Team0][Player2]: btw,
446025,446945,2,1431,King,you just lost to a slardar,15196,[Team0][Player2]: you just lost to a slardar,
446026,446946,2,1433,King,AN INITIATION HERO,15196,[Team0][Player2]: AN INITIATION HERO,
446027,446947,2,1440,King,with over 400 ping,15196,[Team0][Player2]: with over 400 ping,
446028,446948,2,1443,King,sea server,15196,[Team0][Player2]: sea server,
446029,446949,2,1446,King,lol,15196,[Team0][Player2]: lol,
446030,446950,2,1462,King,am,15196,[Team0][Player2]: am,
446031,446951,9,1471,R e b,report am pls,15196,[Team1][Player4]: report am pls,
446032,446952,2,1476,King,you trying to get helm on the list for ams in dotabuff :D,15196,[Team0][Player2]: you trying to get helm on the list for ams in dotabuff :D,
446033,446953,2,1480,King,lol,15196,[Team0][Player2]: lol,
446034,446954,7,1481,Manzanitas :3,50 sentrys,15196,[Team1][Player2]: 50 sentrys,
446035,446955,7,1484,Manzanitas :3,wp,15196,[Team1][Player2]: wp,
446036,446956,7,1484,Manzanitas :3,wt,15196,[Team1][Player2]: wt,
446037,446957,7,1486,Manzanitas :3,wr,15196,[Team1][Player2]: wr,
446038,446958,2,1489,King,:D,15196,[Team0][Player2]: :D,
446039,446959,2,1492,King,"you all ",15196,"[Team0][Player2]: you all ",
446040,446960,3,1493,Funkadelic Jive Turkey,Good trade AM,15196,[Team0][Player3]: Good trade AM,
446041,446961,2,1493,King,boyS,15196,[Team0][Player2]: boyS,
446042,446962,2,1496,King,you are are the same,15196,[Team0][Player2]: you are are the same,
446043,446963,2,1558,King,COME ON,15196,[Team0][Player2]: COME ON,
446044,446964,2,1560,King,LET ME HOOK HIM,15196,[Team0][Player2]: LET ME HOOK HIM,
446045,446965,6,1566,Raulito Oropeza,por lo menos mate al mas sonsito,15196,[Team1][Player1]: por lo menos mate al mas sonsito,
446046,446966,0,1575,LOST,gg wp,15196,[Team0][Player0]: gg wp,
446047,446967,2,1581,King,gg wp,15196,[Team0][Player2]: gg wp,
446048,446968,1,1582,CardMan,gg,15196,[Team0][Player1]: gg,
446049,446969,9,1582,R e b,Report am and silencer pls,15196,[Team1][Player4]: Report am and silencer pls,
446050,446970,3,1582,Funkadelic Jive Turkey,gg wp,15196,[Team0][Player3]: gg wp,
446051,446971,3,1588,Funkadelic Jive Turkey,For what?,15196,[Team0][Player3]: For what?,
446052,446972,2,1598,King,"FOR using ",15196,"[Team0][Player2]: FOR using ",
446053,446973,2,1601,King,abusing*,15196,[Team0][Player2]: abusing*,
446054,446974,2,1603,King,sentries :D,15196,[Team0][Player2]: sentries :D,
446055,446975,2,1604,King,lol,15196,[Team0][Player2]: lol,
478992,479939,5,1539,MRX-,полегче),16236,[Team1][Player0]: полегче),
478993,479940,5,1556,MRX-,аж потерялся куда прыгнул),16236,[Team1][Player0]: аж потерялся куда прыгнул),
478994,479941,2,2019,Bomboclat,ff,16236,[Team0][Player2]: ff,
478995,479942,5,2159,MRX-,лох)))),16236,[Team1][Player0]: лох)))),
478996,479943,3,2364,♣....IT.FEAR.MH...♣,gg,16236,[Team0][Player3]: gg,
478997,479944,7,2456,Mr.Crowley,ez,16236,[Team1][Player2]: ez,
478998,479945,5,2459,MRX-,+,16236,[Team1][Player0]: +,
480511,481458,7,218,Donald Trump 2016,mango noob?,16294,[Team1][Player2]: mango noob?,
480512,481459,7,2942,Donald Trump 2016,how your support have farm,16294,[Team1][Player2]: how your support have farm,
480513,481460,7,2945,Donald Trump 2016,and my support,16294,[Team1][Player2]: and my support,
480514,481461,7,2946,Donald Trump 2016,nothing,16294,[Team1][Player2]: nothing,
480515,481462,4,2981,SleepAllDayPartyAllNight,gg,16294,[Team0][Player4]: gg,
480516,481463,6,2984,夏末未央,gg,16294,[Team1][Player1]: gg,
480517,481464,7,2989,Donald Trump 2016,Look at undying and visage,16294,[Team1][Player2]: Look at undying and visage,
480518,481465,7,2992,Donald Trump 2016,loko at earth,16294,[Team1][Player2]: loko at earth,
480519,481466,7,2994,Donald Trump 2016,and aa,16294,[Team1][Player2]: and aa,
495296,496309,2,1192,Repaty,2 min please,16857,[Team0][Player2]: 2 min please,
495297,496310,4,1253,KartoFAN,пидары конченные,16857,[Team0][Player4]: пидары конченные,x
495298,496311,0,2369,T!T/\N,тычка на 300,16857,[Team0][Player0]: тычка на 300,
495299,496312,9,2916,aliras,gg,16857,[Team1][Player4]: gg,
495300,496313,6,2946,CLK.Qua,ez cici,16857,[Team1][Player1]: ez cici,
495301,496314,1,2951,Your fight is over,репорт емберу и ланцеру,16857,[Team0][Player1]: репорт емберу и ланцеру,
495302,496315,1,2955,Your fight is over,если не в  падлу,16857,[Team0][Player1]: если не в  падлу,
495303,496316,0,2955,T!T/\N,+,16857,[Team0][Player0]: +,
497968,498981,4,-57,Creta,gl hf guys,16965,[Team0][Player4]: gl hf guys,
497969,498982,4,-57,Creta,ty for waiting,16965,[Team0][Player4]: ty for waiting,
497970,498983,9,-57,BomBito,np,16965,[Team1][Player4]: np,
497971,498984,9,-57,BomBito,gl hf,16965,[Team1][Player4]: gl hf,
497972,498985,4,-57,Creta,this guy must have a shit pc :/,16965,[Team0][Player4]: this guy must have a shit pc :/,
497973,498986,9,-56,BomBito,he come?,16965,[Team1][Player4]: he come?,
497974,498987,4,-56,Creta,"no idea, don't know him. took forever to load 1st time",16965,"[Team0][Player4]: no idea, don't know him. took forever to load 1st time",
497975,498988,0,-56,Mackópajtás,guys. he will NOT come back...   :(,16965,[Team0][Player0]: guys. he will NOT come back...   :(,
497976,498989,9,-56,BomBito,play?,16965,[Team1][Player4]: play?,
497977,498990,4,-55,Creta,sure we waited long enough,16965,[Team0][Player4]: sure we waited long enough,
497978,498991,8,-54,LPO,врка химик норм мидер?,16965,[Team1][Player3]: врка химик норм мидер?,
497979,498992,0,-45,Mackópajtás,play until safe to leave!,16965,[Team0][Player0]: play until safe to leave!,
497980,498993,3,-38,Monkey D. Luffy,yep,16965,[Team0][Player3]: yep,
497981,498994,4,-36,Creta,yay :D,16965,[Team0][Player4]: yay :D,
497982,498995,3,-33,Monkey D. Luffy,:D,16965,[Team0][Player3]: :D,
497983,498996,9,-33,BomBito,come,16965,[Team1][Player4]: come,
497984,498997,9,-27,BomBito,gl hf,16965,[Team1][Player4]: gl hf,
497985,498998,2,-19,FBcc,gl,16965,[Team0][Player2]: gl,
497986,498999,9,11,BomBito,gl hf,16965,[Team1][Player4]: gl hf,
497987,499000,0,11,Mackópajtás,now kunka afk....,16965,[Team0][Player0]: now kunka afk....,
497988,499001,4,1932,Creta,gg wp,16965,[Team0][Player4]: gg wp,
497989,499002,4,1942,Creta,cannot carry,16965,[Team0][Player4]: cannot carry,
497990,499003,6,2041,AroD.DreamBoy,я думал ты не такая жоская),16965,[Team1][Player1]: я думал ты не такая жоская),
497991,499004,6,2234,AroD.DreamBoy,ГГ,16965,[Team1][Player1]: ГГ,
497992,499005,6,2258,AroD.DreamBoy,Хорошо играли спасибо,16965,[Team1][Player1]: Хорошо играли спасибо,
497993,499006,5,2270,Shelanan,тебе спасибо,16965,[Team1][Player0]: тебе спасибо,
516892,517952,6,1656,#OU667OneBadder,Сука петух),17702,[Team1][Player1]: Сука петух),
516893,517953,4,2298,ROXcursed,wp,17702,[Team0][Player4]: wp,
516894,517954,3,2302,HornDog,gg,17702,[Team0][Player3]: gg,
536414,537509,6,-68,Strook,Мы проиграем,18450,[Team1][Player1]: Мы проиграем,
536415,537510,4,139,kanlı_dalak,Thx for ez,18450,[Team0][Player4]: Thx for ez,
536416,537511,7,169,RusGames,дайте репорт спектре,18450,[Team1][Player2]: дайте репорт спектре,
536417,537512,7,186,RusGames,ебать что за дауны играють,18450,[Team1][Player2]: ебать что за дауны играють,
536418,537513,7,193,RusGames,"качаеть пасивки ",18450,"[Team1][Player2]: качаеть пасивки ",
536419,537514,7,197,RusGames,пздс,18450,[Team1][Player2]: пздс,
536420,537515,4,526,kanlı_dalak,Ez,18450,[Team0][Player4]: Ez,
536421,537516,7,830,RusGames,"1 левла ",18450,"[Team1][Player2]: 1 левла ",
536422,537517,7,833,RusGames,далбаеб,18450,[Team1][Player2]: далбаеб,
536423,537518,7,986,RusGames,"дайте репорт спектре ",18450,"[Team1][Player2]: дайте репорт спектре ",
536424,537519,7,1060,RusGames,ГГ снесите пжлст,18450,[Team1][Player2]: ГГ снесите пжлст,
536425,537520,6,1065,Strook,"если вы кинете репорт вр, я начну фидить",18450,"[Team1][Player1]: если вы кинете репорт вр, я начну фидить",
536426,537521,7,1070,RusGames,И дайте репорт спетре,18450,[Team1][Player2]: И дайте репорт спетре,
536427,537522,7,1073,RusGames,хуесос ебаный,18450,[Team1][Player2]: хуесос ебаный,x
536428,537523,7,1075,RusGames,шлюха,18450,[Team1][Player2]: шлюха,x
536429,537524,7,1077,RusGames,ебучий,18450,[Team1][Player2]: ебучий,x
536430,537525,7,1082,RusGames,гандон пидараз,18450,[Team1][Player2]: гандон пидараз,x
536431,537526,4,1088,kanlı_dalak,why u fkcnt feeding,18450,[Team0][Player4]: why u fkcnt feeding,
536432,537527,6,1091,Strook,пусть фастом несут,18450,[Team1][Player1]: пусть фастом несут,
536433,537528,4,1097,kanlı_dalak,why u always feedeing,18450,[Team0][Player4]: why u always feedeing,
536434,537529,4,1103,kanlı_dalak,oooo o my god,18450,[Team0][Player4]: oooo o my god,
536435,537530,4,1107,kanlı_dalak,stop fckng feeding,18450,[Team0][Player4]: stop fckng feeding,
536436,537531,9,1115,DED21RUS,не хочу вас растраивать,18450,[Team1][Player4]: не хочу вас растраивать,
536437,537532,9,1123,DED21RUS,но это русский сервер,18450,[Team1][Player4]: но это русский сервер,
536438,537533,4,1244,kanlı_dalak,expert,18450,[Team0][Player4]: expert,
536439,537534,4,1490,kanlı_dalak,Ez,18450,[Team0][Player4]: Ez,
536440,537535,4,1495,kanlı_dalak,enjoy 95 sec,18450,[Team0][Player4]: enjoy 95 sec,
536441,537536,4,1542,kanlı_dalak,ez,18450,[Team0][Player4]: ez,
536442,537537,4,1543,kanlı_dalak,mid,18450,[Team0][Player4]: mid,
536443,537538,4,1545,kanlı_dalak,Ez mid,18450,[Team0][Player4]: Ez mid,
563584,564679,1,-49,Mortal Vengeance,weit bristle,19439,[Team0][Player1]: weit bristle,
563585,564680,9,-49,Ravend,??,19439,[Team1][Player4]: ??,
563586,564681,0,-47,Huwelf,wait,19439,[Team0][Player0]: wait,
563587,564682,5,-45,S_Tamirlan_176{?},???,19439,[Team1][Player0]: ???,
563588,564683,0,-32,Huwelf,tiny can you wait,19439,[Team0][Player0]: tiny can you wait,
563589,564684,8,855,#??????????,??? ???? ???? ?? ???????,19439,[Team1][Player3]: ??? ???? ???? ?? ???????,
563590,564685,8,1007,#??????????,?????,19439,[Team1][Player3]: ?????,
563591,564686,0,1350,Huwelf,hahahaha,19439,[Team0][Player0]: hahahaha,
563592,564687,0,1358,Huwelf,rampage,19439,[Team0][Player0]: rampage,
563593,564688,0,1361,Huwelf,pa,19439,[Team0][Player0]: pa,
563594,564689,0,1645,Huwelf,commend,19439,[Team0][Player0]: commend,
563595,564690,6,1646,fush12,??,19439,[Team1][Player1]: ??,
563596,564691,6,1658,fush12,???? ??????,19439,[Team1][Player1]: ???? ??????,
563597,564692,1,1669,Mortal Vengeance,gg,19439,[Team0][Player1]: gg,
563598,564693,1,1672,Mortal Vengeance,"commend pls ",19439,"[Team0][Player1]: commend pls ",
563599,564694,0,1686,Huwelf,everyone thought cap was gonna lose the game,19439,[Team0][Player0]: everyone thought cap was gonna lose the game,
568929,570039,3,-43,N¡nØ Àl3,q   valiente  apostar en MMR,19630,[Team0][Player3]: q   valiente  apostar en MMR,
568930,570040,3,460,N¡nØ Àl3,report pudge please,19630,[Team0][Player3]: report pudge please,
568931,570041,3,475,N¡nØ Àl3,mid nunka gank,19630,[Team0][Player3]: mid nunka gank,
568932,570042,1,488,Savage,no entiendo lo que escribe el furion,19630,[Team0][Player1]: no entiendo lo que escribe el furion,
568933,570043,1,502,Savage,uds lo entienden?,19630,[Team0][Player1]: uds lo entienden?,
568934,570044,3,886,N¡nØ Àl3,gg invoker,19630,[Team0][Player3]: gg invoker,
568935,570045,3,888,N¡nØ Àl3,ggg,19630,[Team0][Player3]: ggg,
568936,570046,9,890,jake the snake,ez mid,19630,[Team1][Player4]: ez mid,
568937,570047,3,891,N¡nØ Àl3,no tiene dedos,19630,[Team0][Player3]: no tiene dedos,
568938,570048,8,898,JizzWailer,can you stop whining NP,19630,[Team1][Player3]: can you stop whining NP,
568939,570049,3,909,N¡nØ Àl3,invoker tien lag cerebral,19630,[Team0][Player3]: invoker tien lag cerebral,x
568940,570050,8,914,JizzWailer,aaand mute,19630,[Team1][Player3]: aaand mute,
568941,570051,3,917,N¡nØ Àl3,no ce q meirda espera  teniendoi invi,19630,[Team0][Player3]: no ce q meirda espera  teniendoi invi,
568942,570052,3,995,N¡nØ Àl3,invoker  noob,19630,[Team0][Player3]: invoker  noob,c
568943,570053,3,1266,N¡nØ Àl3,INVOKER JUAGA CON BOTS  Y   DEPSUES JUEGA EN NORMAL,19630,[Team0][Player3]: INVOKER JUAGA CON BOTS  Y   DEPSUES JUEGA EN NORMAL,
568944,570054,0,1410,"""E"" BOMBERO","AG . . QUE RATA QUE  ERES  .. ",19630,"[Team0][Player0]: AG . . QUE RATA QUE  ERES  .. ",
568945,570055,0,1412,"""E"" BOMBERO"," ME  MATAS  .",19630,[Team0][Player0]:  ME  MATAS  .,
568946,570056,5,1414,anacleto,hohoh 4 me,19630,[Team1][Player0]: hohoh 4 me,
568947,570057,0,1415,"""E"" BOMBERO","EN ... LAG (:  ?  ",19630,"[Team0][Player0]: EN ... LAG (:  ?  ",
568948,570058,6,1419,ratas ratas ratas ratas,thts what we're playing against,19630,[Team1][Player1]: thts what we're playing against,
568949,570059,0,1570,"""E"" BOMBERO",LAG .,19630,[Team0][Player0]: LAG .,
568950,570060,8,1575,JizzWailer,lol,19630,[Team1][Player3]: lol,
568951,570061,8,1584,JizzWailer,never heard that one before,19630,[Team1][Player3]: never heard that one before,
568952,570062,0,1586,"""E"" BOMBERO",ERES  UNA  REVERENDA . RATA  QUEEN  .,19630,[Team0][Player0]: ERES  UNA  REVERENDA . RATA  QUEEN  .,
568953,570063,0,1591,"""E"" BOMBERO",... QUE .. ABUSAS  DEL ... LAG .,19630,[Team0][Player0]: ... QUE .. ABUSAS  DEL ... LAG .,
568954,570064,0,1593,"""E"" BOMBERO","CTM . ",19630,"[Team0][Player0]: CTM . ",
568955,570065,9,1603,jake the snake,keep crying,19630,[Team1][Player4]: keep crying,
568956,570066,6,2100,ratas ratas ratas ratas,spawn trap,19630,[Team1][Player1]: spawn trap,
568957,570067,5,2226,anacleto,Ty win,19630,[Team1][Player0]: Ty win,
568958,570068,0,2282,"""E"" BOMBERO","BIEN  JUGADA ?  ",19630,"[Team0][Player0]: BIEN  JUGADA ?  ",
568959,570069,0,2284,"""E"" BOMBERO",.. PURA RAT A.,19630,[Team0][Player0]: .. PURA RAT A.,
568960,570070,0,2290,"""E"" BOMBERO","   LINEA .. LAG .",19630,[Team0][Player0]:    LINEA .. LAG .,
568961,570071,9,2312,jake the snake,ez,19630,[Team1][Player4]: ez,
568962,570072,0,2312,"""E"" BOMBERO",AG,19630,[Team0][Player0]: AG,
568963,570073,6,2314,ratas ratas ratas ratas,gege,19630,[Team1][Player1]: gege,
568964,570074,8,2314,JizzWailer,"gg ",19630,"[Team1][Player3]: gg ",
568965,570075,3,2316,N¡nØ Àl3,omg,19630,[Team0][Player3]: omg,
568966,570076,0,2316,"""E"" BOMBERO","PURA  RATA .. ",19630,"[Team0][Player0]: PURA  RATA .. ",
568967,570077,6,2318,ratas ratas ratas ratas,IIIZIZIZIZ,19630,[Team1][Player1]: IIIZIZIZIZ,
568968,570078,3,2319,N¡nØ Àl3,gg  mi,19630,[Team0][Player3]: gg  mi,
568969,570079,3,2324,N¡nØ Àl3,ez mid,19630,[Team0][Player3]: ez mid,
568970,570080,0,2324,"""E"" BOMBERO",REPORT  PUDGE ... RETRASADO  PLS .,19630,[Team0][Player0]: REPORT  PUDGE ... RETRASADO  PLS .,
568971,570081,3,2328,N¡nØ Àl3,sin veguensa,19630,[Team0][Player3]: sin veguensa,
574247,575357,9,1130,肉脚菜鸟中的肉脚菜鸟,lol,19815,[Team1][Player4]: lol,
574248,575358,9,1130,肉脚菜鸟中的肉脚菜鸟,2mint d,19815,[Team1][Player4]: 2mint d,
574249,575359,3,1130,Panda`,ok 2min,19815,[Team0][Player3]: ok 2min,
574250,575360,0,1130,WOZNiAK,2 min plz,19815,[Team0][Player0]: 2 min plz,
574251,575361,0,1130,WOZNiAK,T T,19815,[Team0][Player0]: T T,
